FARMACIA MAGADAN


BERAZATEGUI, BUENOS AIRES (1884)

CUIT 30-71588312-7
IVA Responsable Inscripto

Ventas y Stock

IDProducto;Troquel;Codebar;Rubro;Producto;Laboratorio;Costo;PVP;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. PVT;Cajas Stock PVT;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. ;Cajas Stock ;Cajas Vend. Total;Cajas Stock Total;Codebars
1019200196;6271132;7798084683617;Medicamentos;COLMIBE 40/10 mg comp.x 30;ADIUM;63752.12;79690.15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0.00;4;
1013800266;6374391;7795347917816;Medicamentos;COLONORM 200/120 mg comp.rec.x 30;LAZAR;12375.36;15469.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1001800065;6144682;7798016920223;Medicamentos;COLOXIMINA 400 mg comp.rec.ran.x 10;EUROFARMA;16096.54;20120.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1022900231;6731001;7795337901344;Medicamentos;COLPOESTRIENE cr. vag. x 15 g.;TEMIS-LOSTALÓ;21905.69;27382.11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;3.00;3;
1022900229;6730971;7795337907155;Medicamentos;COLPOESTRIENE ov. x 10;TEMIS-LOSTALÓ;21533.03;26916.29;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;2;
1022900012;5052371;7795337909159;Medicamentos;COLPOESTRIOL cr.x 15 g;TEMIS-LOSTALÓ;18166.77;22708.46;0;1;0;0;0;1;1;1;0;1;1;2;0;0;0;1;2;0;0;1;4.00;8;
1022900148;5052422;7795337903669;Medicamentos;COLPOESTRIOL óv.x 15;TEMIS-LOSTALÓ;31815.33;39769.16;0;1;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1.00;7;
1013800080;4592151;7795347972372;Medicamentos;COLPOFILIN 500 mg comp.x 10;LAZAR;5694.18;7117.72;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;2.00;3;
1013800081;4592152;7795347972389;Medicamentos;COLPOFILIN 500 mg comp.x 20;LAZAR;11054.03;13817.54;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.00;0;
1013800082;4591901;7795347972396;Medicamentos;COLPOFILIN 500 mg óv.x 10;LAZAR;7864.30;9830.37;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1.00;1;
1013800141;5611261;7795347972945;Medicamentos;COLPOFILIN MAX ov.vag.x 7;LAZAR;9429.09;11786.36;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1046600074;5751551;7798051851704;Medicamentos;COLPOSAN comp.vag.x 7;MEGALABS ARGENT;17025.66;21282.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1022908102;4049711;7795326000348;Medicamentos;COLPOTROPHINE caps.vag.x 10;TEVA ARGENTINA;22028.29;27535.36;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0.00;5;
1022908103;4049712;7795326000355;Medicamentos;COLPOTROPHINE caps.vag.x 20;TEVA ARGENTINA;41486.75;51858.44;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;2;0;1;1;5.00;3;
1022908101;4049631;7795326000362;Medicamentos;COLPOTROPHINE cr.x 15 g;TEVA ARGENTINA;22235.62;27794.52;0;0;0;0;0;1;0;2;1;0;0;1;0;1;0;2;1;0;1;1;3.00;8;
1025713801;817791;7798129410208;Medicamentos;COLPURIL 100 mg comp.rec.x 20;SIEGFRIED;7094.12;8867.65;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1025713901;3004761;7798129410215;Medicamentos;COLPURIL 300 RETARD caps.lib.prol.x 20;SIEGFRIED;13331.56;16664.45;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1067900036;5858394;7798129411120;Medicamentos;COLPURIL A RETARD caps.c/microgranulosx 50;SIEGFRIED;18275.90;22844.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1076300017;9951667;7791984000638;Medicamentos;COLTIX ADVANCE COLIRIO sol.oft.x 12 ml;LABORATORIO MIL;9070.91;11338.64;0;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;1;2;0;4.00;7;
1011000063;9962238;7791984001314;Medicamentos;COLTIX ALERX sol.x 5 ml;LABORATORIO MIL;7634.58;9543.23;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1.00;7;
1076300009;9950678;7791984000621;Medicamentos;COLTIX COLIRIO sol.oft.x 12 ml;LABORATORIO MIL;8464.37;10580.46;0;1;1;2;0;0;0;0;1;1;2;0;1;0;1;1;1;1;1;1;8.00;7;
1076300015;9951559;7791984000737;Medicamentos;COLTIX HIDRA LAGRIMAS env.x 12 ml;LABORATORIO MIL;8684.11;10855.14;1;0;1;1;2;1;0;1;1;1;0;1;0;1;0;2;1;1;0;1;6.00;10;
1014400006;5463711;8054083026435;Medicamentos;COMBIGAN 0.2%/0.5% gts.oft.x 5 ml;ABBVIE;31414.37;39267.96;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0.00;2;
1046600209;6732971;7798051854460;Medicamentos;COMBINATER 2.5 mg comp. x 30;PANALAB;14153.86;17692.33;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;1;0;0;6.00;2;
1046600213;9961906;7798051854903;Medicamentos;COMBINATER 2.5 mg comp. x 60;PANALAB;21828.52;27285.65;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;-2;0;1;3.00;0;
1046600216;6732973;7798051854958;Medicamentos;COMBINATER 2.5 mg comp. x 90;PANALAB;31789.12;39736.40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1003604601;4107961;7795304000438;Medicamentos;COMBIVENT SM sol.monodosis x 20;BOEHRINGER INGE;32354.77;40443.46;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;2.00;3;
1019212301;4925882;7798084681071;Medicamentos;COMENTER 30 mg comp.x 30;ADIUM;54585.34;68231.67;0;0;0;0;0;1;0;1;0;1;2;0;0;0;0;1;1;-1;0;0;3.00;3;
1004500171;4486981;7791909280374;Medicamentos;COMINAR 50 mg caps.x 30;CASASCO;26683.70;33354.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1004500211;4486982;7791909280411;Medicamentos;COMINAR 50 mg caps.x 60;CASASCO;42132.03;52665.04;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1018501302;4813091;7795345000558;Medicamentos;COMPLEGEL NOVO 250 mg comp.x 30;ROEMMERS;37920.80;47401.00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;1;
1018501301;4598511;7795345000541;Medicamentos;COMPLEGEL NOVO 500 mg a.x 9 x 2 ml;ROEMMERS;28839.20;36049.00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.00;0;
1015106903;3418341;7796285270636;Medicamentos;CONCOR 5 mg comp.x 30;ELEA;37412.74;46765.92;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;2.00;3;
1015100073;5824976;7796285270650;Medicamentos;CONCOR PLUS 10/25 mg comp.x 30;ELEA;47771.70;59714.63;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2.00;2;
1015100072;5824846;7796285270643;Medicamentos;CONCOR PLUS 5/12.5 mg comp.x 30;ELEA;43243.74;54054.67;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.00;1;
1003200093;5935842;7795328055155;Medicamentos;CONEXINE 20 20 mg comp.rec.x 30;BETA;36493.05;45616.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.00;0;
1003222301;4902352;7795328055124;Medicamentos;CONEXINE comp.rec.x 30;BETA;27489.77;34362.21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0.00;3;
1025202601;3043451;7795342001497;Medicamentos;CONFORMAL 200 mg comp.x 30;TEVA ARGENTINA;15627.81;19534.76;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;2;0;0;0.00;6;
1025202602;3043452;7795342001503;Medicamentos;CONFORMAL 200 mg comp.x 60;TEVA ARGENTINA;30139.46;37674.32;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;2;0;0;0.00;5;
1002300220;5872683;7795338016528;Medicamentos;CONTINEX 15 mg comp.lib.prol.x 30;BALIARDA;58306.57;72883.21;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0.00;4;
1002300218;5872553;7795338016504;Medicamentos;CONTINEX 7.5mg comp.lib.prol.x 30;BALIARDA;44509.09;55636.36;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;2;0;1;0;0;2.00;5;
1049800038;9956491;7796285284503;Medicamentos;CONTRACTIL caps.x 30;ELEA;9765.31;12206.64;0;0;2;0;3;2;2;0;3;1;6;2;3;1;3;1;7;1;2;0;31.00;8;
2049800045;9963397;7796285277956;Medicamentos;CONTRACTIL COMPRIMIDOS MASTICABLES comp.mast.x 20;ELEA;7143.98;8929.98;0;0;0;0;0;1;1;1;1;1;0;0;1;1;2;1;0;0;1;0;6.00;5;
1049800114;9958515;7796285281410;Medicamentos;CONTRACTIL F cr.x 20 g;ELEA;9176.85;11471.06;0;0;1;0;4;0;0;0;0;1;3;1;0;1;2;1;2;1;0;1;12.00;6;
1007900268;2775423;7791848271907;Medicamentos;CONTROL K caps.x 30;ELEA;40849.83;51062.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.00;2;
1000100036;5883552;7790440207628;Medicamentos;CONTROLIP 160 mg caps.x 30;ABBOTT EPD;63875.25;79844.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0.00;3;
1071400012;5922091;7798137190109;Medicamentos;COOL GEL gel oft.x 10 g;MAX VISION;16972.00;21215.00;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;2;0;0;0;1;0.00;7;
1007700011;4552891;7798137190307;Medicamentos;COOL TEARS sol.oft.x 20 ml;MAX VISION;13072.00;16340.00;1;1;2;1;0;1;4;0;0;1;4;1;0;1;3;1;6;-1;1;1;21.00;7;
1010300064;5261216;7792183487862;Medicamentos;CORACIL 10 mg comp.x 30;GADOR;13826.25;17282.81;1;1;0;0;0;0;0;0;1;1;4;0;0;0;1;1;0;1;0;0;7.00;4;
1020309902;4676486;7795345010847;Medicamentos;CORBIS 10 mg comp.rec.x 30;ROEMMERS;16413.60;20517.00;0;1;0;0;0;2;0;1;1;0;0;2;1;1;0;1;0;1;0;1;2.00;10;
1020300356;4676488;7795345122830;Medicamentos;CORBIS 10 mg comp.rec.x 60;ROEMMERS;29545.60;36932.00;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;0;0.00;5;
1020309903;4963036;7795345011349;Medicamentos;CORBIS 2.5 mg comp.rec.x 30;ROEMMERS;6871.20;8589.00;1;0;0;1;0;1;1;1;2;2;3;1;0;1;0;1;1;1;1;1;9.00;10;
1020300357;4963038;7795345122816;Medicamentos;CORBIS 2.5 mg comp.rec.x 60;ROEMMERS;12369.60;15462.00;0;1;0;1;1;1;2;0;1;1;4;1;0;0;0;1;1;0;0;1;9.00;7;
1020309901;4676306;7795345010830;Medicamentos;CORBIS 5 mg comp.rec.x 30;ROEMMERS;12853.60;16067.00;1;1;1;0;1;0;2;0;3;1;6;3;2;1;5;1;9;-3;3;1;33.00;5;
1020300358;4676308;7795345122823;Medicamentos;CORBIS 5 mg comp.rec.x 60;ROEMMERS;23137.60;28922.00;0;1;0;1;0;0;0;1;0;1;7;0;0;1;1;1;0;1;2;-1;10.00;6;
1020300359;5029688;7795345122847;Medicamentos;CORBIS D 5/12.5 mg comp.rec.x 60;ROEMMERS;27751.20;34689.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1020300013;5029686;7795345011851;Medicamentos;CORBIS D 5/12.5 mg comp.x 30;ROEMMERS;14625.60;18282.00;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;0;1;0;1;3.00;4;
1023500111;5464391;7791829018927;Medicamentos;CORIS GRIP comp.rec.x 10;MICROSULES ARG.;4482.76;5603.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.00;1;
1032000012;5042411;7796363001503;Medicamentos;CORIXA 125 mg susp.ext.x 60 ml;BIOTENK;10077.46;12596.82;0;2;0;1;0;1;0;2;0;2;0;2;0;1;0;2;0;1;2;2;2.00;16;
1032000013;5042551;7796363001473;Medicamentos;CORIXA 250 mg susp.ext.x 60 ml;BIOTENK;19511.50;24389.38;0;3;0;2;0;2;0;2;0;5;1;6;0;5;3;7;2;6;1;7;7.00;45;
1032000011;5042343;7796363001459;Medicamentos;CORIXA 500 mg comp.x 16;BIOTENK;22537.22;28171.53;0;0;1;2;0;0;0;3;1;1;1;1;0;2;0;0;1;1;2;0;6.00;10;
1032000010;5042341;7796363001480;Medicamentos;CORIXA 500 mg comp.x 8;BIOTENK;13503.16;16878.95;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0.00;7;
1032000110;5733421;7796363002883;Medicamentos;CORIXA UD 500 mg comp.lib.modif.x4;BIOTENK;6618.02;8272.53;0;3;0;0;0;4;0;2;0;8;1;8;1;4;0;1;0;5;0;3;2.00;38;
1032000111;5733422;7796363002890;Medicamentos;CORIXA UD 500 mg comp.lib.modif.x8;BIOTENK;12974.40;16218.00;0;2;0;1;0;4;0;2;0;4;0;4;0;11;0;0;0;10;0;2;0.00;40;
1007900444;5625393;7791848278784;Medicamentos;COROSAN 160 mg comp.x 30;ELEA;31327.78;39159.72;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1049800032;6224681;7791848280916;Medicamentos;COROSAN D 160/12.5 mg comp.x 30;ELEA;30040.70;37550.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;
1013305902;3571041;7795345124605;Medicamentos;COROVAL 10 10 mg comp.x 30;ROEMMERS;21396.80;26746.00;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0.00;3;
1013305901;3570971;7795345124582;Medicamentos;COROVAL 5 5 mg comp.x 30;ROEMMERS;11485.60;14357.00;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0.00;4;
1020300291;6219976;7795345002736;Medicamentos;CORPRES 10 10 mg comp.x 30;ROEMMERS;27516.80;34396.00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;2.00;2;
1020300349;6219979;7795345122977;Medicamentos;CORPRES 10 10 mg comp.x 60;ROEMMERS;55600.80;69501.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.00;1;
1020300292;6219716;7795345002712;Medicamentos;CORPRES 2.5 2.5 mg comp.x 30;ROEMMERS;7058.40;8823.00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;-1;0;1;1.00;2;
1020300345;6219719;7795345122953;Medicamentos;CORPRES 2.5 2.5 mg comp.x 60;ROEMMERS;13792.80;17241.00;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;1;0.00;5;
1020300293;6219846;7795345002729;Medicamentos;CORPRES 5 5 mg comp.x 30;ROEMMERS;14429.60;18037.00;0;0;1;1;0;0;1;0;0;1;2;0;0;0;0;1;1;3;0;1;5.00;7;
1020300350;6219849;7795345122960;Medicamentos;CORPRES 5 5 mg comp.x 60;ROEMMERS;29362.40;36703.00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.00;2;
1020300322;6503556;7795345121727;Medicamentos;CORPRES D 5/12.5 mg comp.rec.x 30;ROEMMERS;21441.60;26802.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;2;
1016201902;2127123;7795378001638;Medicamentos;CORTEROID 0.6 mg comp.x 30;MONTPELLIER;7498.94;9373.68;1;1;0;1;0;1;1;0;0;1;4;1;1;1;2;1;1;2;0;1;10.00;10;
1016201904;2127203;7795378001645;Medicamentos;CORTEROID 1.2 mg comp.x 30;MONTPELLIER;14345.50;17931.87;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;2;1.00;7;
1016201909;2127962;7795378000518;Medicamentos;CORTEROID cr.x 30 g;MONTPELLIER;8011.83;10014.79;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1.00;2;
1016201906;2127463;7795378001652;Medicamentos;CORTEROID gts.x 30 ml;MONTPELLIER;4329.42;5411.77;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;2.00;8;
1016201907;2127541;7795378000488;Medicamentos;CORTEROID iny.f.a.x 1 x 2 ml;MONTPELLIER;5192.41;6490.51;0;1;1;0;0;0;0;0;0;1;1;2;0;0;1;1;1;0;0;0;4.00;5;
1016202002;2127702;7795378000495;Medicamentos;CORTEROID RETARD iny.f.a.x 1 x 2 ml;MONTPELLIER;9953.75;12442.19;0;1;0;2;0;1;0;0;0;2;1;1;0;1;0;2;0;0;1;1;2.00;11;
1016202001;2127701;7795378000501;Medicamentos;CORTEROID RETARD iny.f.a.x 1 x 5 ml;MONTPELLIER;21272.53;26590.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0.00;3;
1004500166;5798552;7791909432209;Medicamentos;CORTICAS 0.6 mg comp.x 30;CASASCO;7484.68;9355.85;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;4.00;10;
1004500515;5798681;7791909432193;Medicamentos;CORTICAS 1.2 mg comp.x 30;CASASCO;14249.47;17811.84;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;1;
1004500244;6188972;7791909432278;Medicamentos;CORTICAS cr.x 20 g;CASASCO;7974.81;9968.51;0;1;0;0;0;0;0;1;0;1;2;1;0;0;0;1;0;1;0;1;2.00;7;
1004500167;5798712;7791909432308;Medicamentos;CORTICAS gts.x 20 ml;CASASCO;3161.50;3951.87;1;1;1;0;0;1;0;0;0;1;3;1;0;0;1;0;0;2;0;2;6.00;8;
1004500268;5798713;7791909432322;Medicamentos;CORTICAS gts.x 30 ml;CASASCO;4235.54;5294.43;0;0;0;0;0;1;0;1;0;0;2;1;0;0;0;1;0;0;0;0;2.00;4;
1004500168;5798841;7791909432407;Medicamentos;CORTICAS iny.f.a.x 1 x 2 ml;CASASCO;5084.89;6356.11;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;2;2.00;6;
1004500183;5905391;7791909432704;Medicamentos;CORTICAS L comp.x 10;CASASCO;7264.36;9080.45;0;1;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;2.00;5;
1004500184;5905422;7791909432803;Medicamentos;CORTICAS L sol.oral x 60 ml;CASASCO;7577.54;9471.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0.00;2;
1004500207;6091841;7791909432902;Medicamentos;CORTICAS L UD comp.x 10;CASASCO;7571.44;9464.30;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;2.00;4;
1004500169;5855711;7791909432605;Medicamentos;CORTICAS RETARD iny.f.a.x 1 x 2 ml;CASASCO;9982.68;12478.35;0;1;0;1;0;0;0;1;2;1;1;1;1;0;0;1;1;1;0;1;5.00;8;
1010300034;3139821;7792183487770;Medicamentos;CORTIPYREN B 4 mg comp.x 20;GADOR;7367.90;9209.88;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;2;0;1;1.00;7;
1010301601;705582;7792183100891;Medicamentos;CORTIPYREN B 40 mg comp.x 20;GADOR;33844.47;42305.59;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0.00;6;
1010301602;3139901;7792183100884;Medicamentos;CORTIPYREN B 8 mg comp.x 20;GADOR;16729.80;20912.25;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;2;0;0;1;2.00;8;
1015202201;4468581;7798299850118;Medicamentos;COSOPT sol.oft.x 5 ml;MUNDIPHARMA;6235.69;7794.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.00;1;
1000700037;6179001;7798011652945;Medicamentos;COTRIMOX FORTE comp.x 10;LEPETIT;11840.00;14800.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.00;2;
3002649195;0;7798038280237;Medicamentos;COVADENIL AMP BEB X 30 ;GENOMA;20103.26;34054.92;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1.00;1;
1014500009;9938828;7798038280237;Medicamentos;COVADENIL ampollas x 30;QUÍMICA LUAR;23319.78;35271.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.00;1;
1025900019;6032001;7795384000083;Medicamentos;COVERAM 10/5 10/5 comp.x 30;SERVIER;68298.81;85373.51;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1.00;2;
1025900021;6031971;7795384000069;Medicamentos;COVERAM 5/5 5/5 comp.x 30;SERVIER;53197.62;66497.02;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.00;1;
1025900009;5750421;7795384000458;Medicamentos;COVERENE 10 10 mg comp.x 30;SERVIER;39555.30;49444.12;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1.00;3;
1025900008;5750391;7795384000441;Medicamentos;COVERENE 5 mg comp.x 30;SERVIER;27079.27;33849.09;0;0;0;0;0;0;0;1;0;0;4;1;0;1;0;2;0;0;0;0;4.00;5;
1009500138;6406551;7791171001431;Medicamentos;COX-QUIN 120 mg comp.rec.x 7;FINADIET;9846.74;12308.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1009500167;6406393;7791171102510;Medicamentos;COX-QUIN 60 mg comp.rec.x 14;FINADIET;12797.16;15996.45;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0.00;2;
1009500168;6406394;7791171102527;Medicamentos;COX-QUIN 60 mg comp.rec.x 28;FINADIET;23563.77;29454.71;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.00;1;
1009500139;6406392;7791171001400;Medicamentos;COX-QUIN 60 mg comp.rec.x 30;FINADIET;23198.18;28997.72;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0.00;3;
1009500140;6406422;7791171001417;Medicamentos;COX-QUIN 90 mg comp.rec.x 15;FINADIET;18573.81;23217.26;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1.00;3;
1009500141;6406424;7791171001424;Medicamentos;COX-QUIN 90 mg comp.rec.x 30;FINADIET;31151.89;38939.86;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1.00;3;
1003200198;6440131;7795328052321;Medicamentos;COXAL 120 mg comp.x 7;BETA;11243.57;14054.46;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0.00;4;
1003200199;6439974;7795328052291;Medicamentos;COXAL 60 mg comp.x 28;BETA;25477.49;31846.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0.00;2;
1003200203;6440004;7795328052314;Medicamentos;COXAL 90 mg comp.x 28;BETA;31687.10;39608.88;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;1;0;0;0;1;0.00;6;
1015200003;5047491;7798376720112;Medicamentos;COZAAREX 100 mg comp.x 30;ORGANON ARG.;48358.81;60448.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.00;1;
1015201604;4003672;7798376720129;Medicamentos;COZAAREX 50 mg comp.x 30;ORGANON ARG.;36513.82;45642.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.00;1;
1015200001;4123622;7798376720136;Medicamentos;COZAAREX D 50/12.5 mg comp.x 30;ORGANON ARG.;44838.94;56048.67;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.00;1;
1023500220;5998842;7791829019726;Medicamentos;CRACOX 90 90 mg comp.rec.x 14;MICROSULES ARG.;19549.90;24437.37;1;4;0;4;0;4;1;9;0;5;1;4;0;5;2;1;3;6;1;9;9.00;51;
1023500221;5998845;7791829019733;Medicamentos;CRACOX 90 90 mg comp.rec.x 28;MICROSULES ARG.;30228.70;37785.88;0;7;0;5;0;7;4;19;5;11;8;10;1;2;2;12;11;18;6;12;37.00;103;
1004500498;6718003;7791909119032;Medicamentos;CRADA caps.blanda x 1;CASASCO;9217.33;11521.66;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0.00;2;
1004500499;6718001;7791909119018;Medicamentos;CRADA caps.blandas x 2;CASASCO;13481.68;16852.10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1004500500;6718002;7791909119025;Medicamentos;CRADA caps.blandas x 3;CASASCO;19734.58;24668.22;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;2.00;2;
1004500502;6718004;7791909119049;Medicamentos;CRADA caps.blandas x 4;CASASCO;25291.30;31614.12;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.00;0;
1004500385;6401001;7791909119001;Medicamentos;CRADA sol.oral x 2 ml;CASASCO;7251.30;9064.12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;3;0;0;1;6.00;2;
1005600184;9959576;7792234892591;Medicamentos;CRAFINE pomo x 46.5 g;CRAVERI;11816.36;14770.45;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1005600175;6402841;7792234260932;Medicamentos;CRAFINE pomo x 93 g;CRAVERI;22155.68;27694.60;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1.00;2;
1005600020;5230144;7792234891518;Medicamentos;CRAVERIL comp.rec.x 30;CRAVERI;31554.88;39443.60;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;2.00;3;
1005600174;5230147;7792234105608;Medicamentos;CRAVERIL comp.rec.x 60;CRAVERI;58382.58;72978.22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.00;1;
1005600136;6019684;7792234001078;Medicamentos;CRAVERIL XR 135 mg caps.lib.prol.x30;CRAVERI;34688.40;43360.50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;-1;0;0;2.00;0;
